text,emotion,emoji
im feeling dangerous and ill just write and figure out where the hell itll take me,anger,😡
i honestly thought impossible at this point i feel pretty,joy,😄
i have found that some korean men are turning to foreign women because of the freedom they feel it can be easily accounted for that dating between koreans can be a casual thing but more often than not it tends to be a serious matter,joy,😄
i think i was also having a pity party because i am feeling a bit frustrated with how little time i seem to have each day,anger,😡
i forgive myself for accepting and allowing myself to have the feeling that i am going to get punished for doing something wrong,sadness,😢
i feel like i m part of the problem when i call out missy jane s trusting an angel cover for not airbrushing out all the real skin on the cover model s,joy,😄
i might feel offended at times from hearing statements where that i strongly disagree,anger,😡
i can easily feel quite pressured by routines and i really noticed the difference while i was away,fear,😨
i was feeling the need for some christmas crafting this week especially after seeing a couple of lovely quilty christmas projects at stitch group,love,😍
i can cycle further than ever before and the feeling of finishing the manchester to blackpool miles then not being at all bothered at having to ride an extra mile to put,anger,😡
im not sure how i feel more than anything im keen to see it as a test to see if im over him yet and ready to view him as a friend,joy,😄
i also feel lethargic and again,sadness,😢
im feeling somewhat nostalgic about the game just from the fact that its star wars,love,😍
i don t feel like i should be punished to carry this burden even though i have been for four years now,sadness,😢
i was feeling like i said humour gets me through im one of those people who even if i spoke about my issues no one would be too bothered or would care that thought was in my head and wasnt true that way of being like i dont want to burden you sort of thing,anger,😡
i feel about this part of my life and how treasured my london flatmates are to me it was especially neat to point at something and say this is where,love,😍
i feel all innocent now,joy,😄
i feel hopeful with this new treatment to extend my life,joy,😄
i feel like an idiot for trusting you though,joy,😄
i am only providing the link as a courtesy to its author but it was all about stuff that was either before my time or i never experienced even if i lived when it was available so i couldn t feel emotional about any of it,sadness,😢
i have a feeling i kinda lost my best friend,sadness,😢
ive had a few rough days since then and in the midst of crying and dealing and feeling just so defeated and emotional i put my coat on and curled up and created this safety nest inside my coat,sadness,😢
i do feel terribly remourseful that i didnt stay faithful to my plans and get him sooner,love,😍
i went to a wedding this weekend and i have to say i was feeling very important,joy,😄
i should stop reading sids blogs but it is part of my blogging community and i feel that in supporting each other we get better at handling grief and hence i am not going to stop,love,😍
i feel less shy about exploring roles in more physical ways,fear,😨
i replied feeling strange at giving the orders,surprise,😲
i chant the invocation and feel his force supporting me as i teach,joy,😄
i feel like he moves sleep i am glad i enjoyed that week of good sleep that i mentioned because i have a feeling that is over with now,joy,😄
i am really hurt and i feel unimportant and that sucks,sadness,😢
i grew up around this feeling living only minutes away from the gorgeous atlantic ocean in brazil so its probably no surprise i grew fond of the ocean,joy,😄
i feel honoured today olu jacobs i feel honoured today olu jacobs a href http momo,joy,😄
i made some chilli oil because it s monday and i was feeling dangerous,anger,😡
i started walking again yesterday and it feels amazing,joy,😄
ive also been feeling somewhat emo irritable lately,anger,😡
i felt joyful then it subsided now i feel joyful again,joy,😄
i feel like i have to shy away from triggering some stereotype of a person who will scream and break things because they didnt get to eat their favorite kind of sandwich,fear,😨
i feel completely distracted and emotionally drained,anger,😡
i exhausted and feeling a little morose but now im livid on top of everything else,sadness,😢
i feel so safe and tucked away,joy,😄
im feeling too tortured to write today,fear,😨
i promise youll feel inspired afterwards,joy,😄
i feel however i have something far more precious than feelings,joy,😄
i feel that working together and supporting each other as a whole i can represent a larger younger voice in politics what can i say to that,love,😍
im alone in this apartment i get this overwhelming feeling like im being watched and that im unwelcome,sadness,😢
i feel blessed that i have people in my life who remind me all the time that i did the right thing and that i look better like this,love,😍
i had come to associate the bad feelings with bad behaviour and this only continued,sadness,😢
i feel a lot of affection for you that is longing to be conveyed,love,😍
i am and i am looking for some vest tops i have some shorts but long ones due to feel paranoid that i have cellulite everywhere,fear,😨
i feel like it was a bit of divine intervention for me,joy,😄
i know is that she s here and i m so thankful for her warm loving and peaceful presence i feel when my anger or feelings of discontent and frustration flare up,sadness,😢
im trying to be understanding open minded and fair but im feeling completely pissed to the max about a few things,anger,😡
i don t know if this helps at all but writing all of this has made me feel somewhat regretful of ashamed of who i was and while i have more to share i just don t think i can right now,sadness,😢
i feel happy about this solution,joy,😄
i did enjoy the book however and i especially liked the characters of the brothers one fired up with the detectin spirit and the other feeling skeptical but willing to back his brother in a fight,fear,😨
im not sure if its just me who feels this way or if its everyone but tortured souls dont make for the best boyfriends,anger,😡
i have not conducted a survey but it is quite likely that many of them feel as assaulted by onel s demons and other creators as i would have felt had the walls been covered only with eminent figures patriotic heroes and epic deeds,sadness,😢
i think were on a level of understanding though i still feel hes hesitant,fear,😨
i just feel so virtuous when we go on a fieldtrip,joy,😄
im not gonna lie i was kinda sad and down and feeling pretty lonely,sadness,😢
im feeling ecstatic about right now the classy ever after redesign project begins this week,joy,😄
i feel could have been avoided with some blazes markers or cairns i was very annoyed at this point,anger,😡
i never told my boyfriend or his parents and i do remember feeling embarrassed and maybe even a little ashamed,sadness,😢
i feel more aggravated and annoyed by their visits,anger,😡
im feeling completely idiotic by not being ablo to contribute,sadness,😢
i aint happy im feeling glad i got sunshine in a bag im useless but not for long the future is coming on,joy,😄
i feel strong is that i dont let the anger win,joy,😄
i always feel so helpless during times of disaster but i feel a little better knowing that even a few dollars can make a difference for someone in need,sadness,😢
i honestly feel extremely shy to ask my friends to take pictures of me how vain must they think i am,fear,😨
ill find that elusive second wind and feel more hopeful but today i am a href http www,joy,😄
i feel intimidated nervous and overwhelmed and i shake like a leaf,fear,😨
i make myself feel useful by fucking a guy,joy,😄
i feel most inspired to create and ive been thinking a lot about inspiration this week,joy,😄
i think most interactions in person are probably fine sufficiently respectful and polite that the ladies don t feel abused,sadness,😢
im feeling extremely fabulous with my jacket and shoes aint no bitches gonna bring me down hahah,joy,😄
ive have chosen to walk with jesus and maybe im feeling a bit miserable im going to suck it up and think about these three dudes,sadness,😢
i had a good day but right now im feeling pretty irritable for no real reason meaning nothing significant happened to make me feel annoyed,anger,😡
i am feeling contented and pissed at the same time,joy,😄
i wonder if the homeowners would feel weird if i parked to gape at their landscaping,surprise,😲
i both feel impatience at the rate of loss and impressed at the same time,surprise,😲
im a big guy and ive gotten into some of the rigs that weve worked with to try them out and see what they feel like and let me tell you it was less than pleasant,joy,😄
i ran errands to buy cora a few newborn sized sleepers i had not previously made any newborn sized babies and went out to lunch to celebrate how great i was feeling i feel amazing no pain no pain meds and moving around almost completely normally at days out,surprise,😲
i really am not feeling child friendly,joy,😄
i feel furious with myself,anger,😡
i think or feel but like this person i am still amazed by them,surprise,😲
i like to think i present myself and the life and times of the working mum to a good standard and if i ever do miss a apostrophe or miss spell a particular word please feel free to call me on it,joy,😄
i don t feel i can ask him what feels like a dumb question,sadness,😢
i feel proud to know several people that have deserved to be advanced for a while now and finally picked it up this time around or last time in a few peoples cases,joy,😄
i give up from my goals if i feel them boring,sadness,😢
i was careful to make sure the characters featured you can feel sympathetic,love,😍
i didnt make it to my weight watchers meeting feeling guilty i made sure i had a healthy breakfast consisting of museli yoghurt and fruit,sadness,😢
i am feeling the tender spot on my foot when i flex it a certain way so it is back to wearing shoes all day for this cowboy,love,😍
i know how that feels weird right,fear,😨
i thought yoga was supposed to make me feel tranquil peaceful and sculpt my legs into those of a greek goddess,joy,😄
i just feel its one of those things you dont talk about too much because then too many people come to know and then the plan doesnt taste as sweet nor does it feel like a plan,love,😍
i left the theater i ran my hand sadly over the plush red backs of the seats in front of me feeling almost mournful that i wasnt going to be back for a long time,sadness,😢
i asked some girls what it meant to them to be valued and for the most part the response was that they felt valued when the people around them made them feel valued and treated them in a loving and caring manner,joy,😄
i am feeling very petty right now,anger,😡
i wasn t the person who was helping i realized that it was i who inspired all these people to start charity work and i can t help but feel proud,joy,😄
i feel so amazingly overwhelming thrilled for my wedding,joy,😄
i feel shame in a strange way,surprise,😲
i suspect much of the country feels after the tragic events of last week,sadness,😢
i feel like that because for the most part i have accepted that this is a part of my life and that people will never changed,love,😍
i find it relaxes me and i feel productive making food as the end product should taste nice and will satisfy myself and other people,joy,😄
i feel that sometimes i ve been distracted and neglectful i am thankful that this is not about adding another box to check in my otherwise busy days,anger,😡
i feel about these individuals but that opening line shows how inadequate simple words can be,sadness,😢
ive been too deep down in the swamps swimming in muddy waters tortured by fear feeling lonely and lost,sadness,😢
i didn t feel talented at anything i was doing and eventually wasn t putting fully into it,joy,😄
i read her blog is that i feel that shes one person who doesnt care how people look at her and believes in being herself no matter how bitchy annoying or self centered that may seem to people,anger,😡
i am sat here feeling mightily distracted and not wanting to write the next scene of my nano just yet rape torture bad stuff,anger,😡
i came across something which made me feel lousy,sadness,😢
i love rides but wasnt feeling too hot this day,love,😍
i feel bothered by any of these things i open a door,anger,😡
i found myself feeling nostalgic as i thought about the temporarily abandoned little bishop chronicles,love,😍
i forgive myself that i have accepted and allowed myself to think that as i am writing this blog that someone will feel sorry for me give me some sympathy and tell me i am right,sadness,😢
i feel irritable about the number of people that came into our office whining about their own circumstances i realize im not practicing thinking about the good things and i find it a better way to pull yourself into the present,anger,😡
i am only too well aware of the strength of feeling that this house holds about the tragic and needless deaths of so many men women and children,sadness,😢
i feel for all of you who have been supporting me is so extreme there would be no way to put a number value on it,joy,😄
i feel such duties are unimportant to our profession i just am not qualified to discuss all of them,sadness,😢
i do feel proud and happy and also very grateful to all who read me,joy,😄
i feel shaky from the battering of emotions but im still standing,fear,😨
i feel like being all stubborn and stingy,anger,😡
i been that i feel like i can traipse in and out of all your lives tromping on your heel loving hearts with my stilettos,love,😍
i reread for comfort the familiarity of a book whose plot i already know is easier to deal with when im feeling stressed than a new to me book with all its unknowns,sadness,😢
i love it but sometimes i feel exhausted,sadness,😢
im sorry i feel so uncertain about it,fear,😨
im feeling crappy ill fish for compliments like any other girl,sadness,😢
i am asleep i would feel no pain but that violent act would be completely unjustified all the same,anger,😡
i feel burdened and stuck in the center of a dark tunnel,sadness,😢
i know their feelings are very real and not petty but neither are mine here,anger,😡
i would look up at the sky scrapers and feel amazed that this little girl from montana was there,surprise,😲
i don t want to i feel irritated,anger,😡
i feel like i look like a miserable heap,sadness,😢
i really feel like i am useless in this world,sadness,😢
im definitely not feeling fearful or anything right now,fear,😨
im now on day two of the plan and im feeling positive,joy,😄
im feeling really terrible about it because my journaling has also come to a screeching halt as well,sadness,😢
i feel as if today was a positive gift delivered to us teachers on a very stressful week,joy,😄
i have been feeling shaky this morning after taking them as well,fear,😨
i feel like they rushed the relationship,anger,😡
i maintain that these feelings should be repressed not expressed,sadness,😢
i have found myself overwhelmed with jealousy and self contempt and i have found myself feeling this towards the lives of my sweet friends and acquaintances as portrayed on social media,love,😍
i feel last time ure the one that feel paranoid,fear,😨
i know how it feels to be tortured,anger,😡
i will tell you that i am feeling quite invigorated,joy,😄
i vented my feelings towards the pathetic excuse of a communicat,sadness,😢
i fancied the terrains there and feel keen to go there again,joy,😄
i feel your prescence a gentle touch,love,😍
i am still feeling a bit dull from the loss of sleep and am trying to sleep in each morning as possible,sadness,😢
i would feel so i don t know maybe a little resentful,anger,😡
i first started using this i did not like it because i felt like it made my hair feel very dirty even though i had just washed my hair,sadness,😢
i look at their situation and feel so so jealous that i almost cant bear it,anger,😡
i am feeling triumphant today,joy,😄
i feel like the writer wants me to think so and proclaiming he no longer liked pulsars is a petty and hilarious bit of character,love,😍
im feeling sentimental or in need of reassurance,sadness,😢
ive ever read that explains why i feel this way all the time and reassures me that im not just defective somehow,sadness,😢
i come in contact on a regular basis and the sooner i can figure out how to be kind to them in all situations the sooner they will feel valued appreciated loved and the desire to learn how to pass that kindness on to others as i am learning to do,joy,😄
i tried adding in any other type of cheese and we re talking small quantities i was right back to feeling shitty,sadness,😢
i seem to share an equal passion for long distance touring and harley davidsons so i feel sure wed bore to tears every person within earshot,joy,😄
i don t know if it s mostly because he s forcing himself to be distracted or if he s feeling more determined or what but i think that though he s still hurting he is learning to cope with it kame takes a breath,joy,😄
i help my daughter when she is feeling angry,anger,😡
i feel terrible when i hurt peoples feelings worse afterwards and i always hope never to do it again,sadness,😢
i feel a little glamorous i wet the brush,joy,😄
i just feel you so so dont be afraid and pray again i need you go back in time forgive my sins so so sloth,fear,😨
i grew up feeling ugly and inadequate,sadness,😢
i feel such a sense of accomplishment after being embarrassed by these clothes and prepared to either donate them to a charity or throw them out,sadness,😢
i don t think we re to that point yet and i foresee a lot of traffic between my bed and the crib until he is old enough to no longer feel that i am the only acceptable answer in the dark,joy,😄
i know that i feel awful when i ask my husband to watch audrey just long enough for me to take a shower,sadness,😢
i hate myself to feel so bothered by the word team the word badminton,anger,😡
i could empathize with tab because of raging hormones and the connection feeling like someone else gets you thinks youre smart pretty worth attention,joy,😄
i feel so totally invigorated that i completely forget what it s like to have a cold,joy,😄
i wont give you too much in case you feel greedy,anger,😡
i tell you that i love you and my feelings are sincere my dear,joy,😄
i feel the pain in my vein its oh so vain am i insane,sadness,😢
i feel that i worry too much and much on petty things like,anger,😡
i wanted to thank them all for giving jordan and myself the chance to be together without any distraction and making us feel so welcomed and loved,joy,😄
i feel affirmed gracious sensuous and will have less self doubt when a href http generations,love,😍
i have spent of my waking hours enjoying the freedom of not owning a cellphone feeling smug about it in situations in which a phone would have been awfully convenient and fielding incredulous questions,joy,😄
i don t like feeling like an eager schoolboy waiting around for hours just to touch the shining alumninium,joy,😄
i feel so greedy so needy so helpless,anger,😡
when i heard the last regulation of the socialist govrenment concerning pensions,sadness,😢
i feel so awful she said,sadness,😢
i have finally cast my studio show and it feels fab,joy,😄
i feel extremely gloomy and confused,sadness,😢
i feel that passionate about,joy,😄
i feel worthless and pointless and i feel like everyones third wheel not even second,sadness,😢
i felt this emotion when my name was announced on the radio that i had been selected to come to lilongwe school for health sciences to take a training course as a medical assistat,joy,😄
i was feeling superior to women who left their alcoholic husbands i was stronger and more godly and wasnt ever going to do that,joy,😄
i really feel for the women who have to work with these obnoxious cretins,anger,😡
i didnt have to drink as much last time as people who get ultrasounds at weeks or before do but it was still enough that i was feeling distinctly eager for the toilet by the end,joy,😄
i feel it is perfectly acceptable to consume homemade chex party mix for breakfast during the holidays given the fact that it is mostly cereal,joy,😄
i feel like they don t think it s sincere when it really is she told us exclusively,joy,😄
i would always have this song stuck in my head after a bombing or incident and then i would feel a bit weird about it because if you dont really pay attention to the lyrics it sounds like such a happy song not the type youre supposed to hum on difficult days,fear,😨
i feel my comments or opinion are sincere but some people get the wrong message,joy,😄
im sorry im feeling a little bitchy tacky looking women came in and sat next to me,anger,😡
i feel like charmed gave me the means to spend those few years when my sons were very young at home with them,joy,😄
im really happy but i just feel exhausted,sadness,😢
i feel a kind of dull grief over it,sadness,😢
i feel particularly uncomfortable with how much a driver is looking down on the phone i shout eyes on the prize,fear,😨
ive left the orange scented mixture white but feel free to color it if you wish,joy,😄
i always appreciate them and please feel free to become a follower and come back and visit again soon,joy,😄
i left feeling satisfied that donna knew what she was doing and i was in capable hands,joy,😄
i started feeling uncomfortable around my straight male friends particularly after one of them drunkenly came on to me grabbing at my waist while he attempted to murmur sweet nothings in my ear at a party that same week,fear,😨
i feel uncomfortable here,fear,😨
i could have done more but i was feeling a pleasant tiredness and had a good sweat going so i stopped at that,joy,😄
i don t feel the least bit unwelcome in my party and my views are not uncommon,sadness,😢
i feel like im super rich kinda like when i could drink goldschlager haha,joy,😄
i feel its rude to say he is better than all the other men,anger,😡
i feel accepted because of my condition,love,😍
i didn t and still don t feel lucky though,joy,😄
i managed to re learn feeling insecure again,fear,😨
i mean the idea is intoxicating of course and it feels amazing when its happening but what happens in the morning when you wake up and you have to go to work and so amp so is all up in your shit about something that is completely impractical,surprise,😲
i am on so many social networks right now and sometimes i feel like that i am pretty talked out,joy,😄
i feel like i should have some sort of rockstar razzle dazzle lifestyle but i would at least like to spend a third of my life doing something i feel is worthwhile,joy,😄
i feel agitated a lot im straddling articulacy and incoherence,anger,😡
i start to feel a little overwhelmed knowing i have to make still,surprise,😲
i don t know about you but sometimes i feel that the world is troubled deeply pathologically troubled,sadness,😢
i feel like they bring the characters to life completely and i m always kind of surprised what the actors do do together,surprise,😲
i felt confused me sometimes that makes me feel useless,sadness,😢
i am left feeling heartbroken about losing that child and then guilty because my parenting and wife ing has been so far below par for the last months,sadness,😢
i noticed that i was feeling very stressed and anxious and i just couldnt quite put my finger on why,anger,😡
i never been feel this ashame this humiliated in life,sadness,😢
i exist for does my existence even mean anything to anyone apart from my family i always wonder about my existence and the fuck now i feel so dumb ive never thought about the purpose of it,sadness,😢
i start working full time next week where i m currently at and i m feeling a bit ungrateful at the moment,sadness,😢
i have learned how much more like a neighbourhood this place feels the humans with dogs have been very sympathetic and understand my quixotic need to walk a dog to walk period,love,😍
i remain hopeful that the feeling i have is actually excitement a long missed friend,sadness,😢
i want to be healthy and happy so badly that the fact that i am healing and without my leg is making me feel useless not empty,sadness,😢
i got off the phone feeling numb,sadness,😢
i was also feeling the ole restless leg syndrome as i shifted back and forth between legs trying to do something with my excess energy that just hit me,fear,😨
i feel much lighter clearer and more energetic,joy,😄
i feel heartless even though my heart hurts,anger,😡
i feel like my efforts are all in vain and continuing to pursue them will only embarrass me down the road,sadness,😢
i started feeling a little funny but this was not anxiety but at the time i didnt know so i started to tell my brother man i dont feel good and he said whats wrong i said i dont know but u better drive so i pulled over and let him drive,surprise,😲
i feel so much boring with my straight hair for all over years haha,sadness,😢
i feel rotten but no amount of suggesting that losing a sense of smell is a terribly disorientating experience for a wine person seems to convince people that i might not actually live to feel good again,sadness,😢
i got home and told peter how i was feeling he wasnt shocked at all by what i was telling him,surprise,😲
ive come to feel about a supporting character in one of my all time favorite films giant,joy,😄
i could almost feel her gentle touch in the moonbeam she sent to shine over me he added touching his face dreamily,love,😍
i either have to feel submissive and as such agree to taking pain for someone or there has to not be an option presented,sadness,😢
i was really struggling to run with the discomfort i was feeling but was determined to continue as the crowds on the bridge are massive and i didnt want to be one of the first people they saw walking or stopping,joy,😄
i feel like this beats out just about any popular high end foundation on the market at either ulta or sephora,joy,😄
i just was expressing myself and her unexpected and kind gesture made me feel bad for a short moment as that was not my intent but for a larger moment which remains with me it reminded me of my blessings like having good friends that have your back,sadness,😢
i hated that i have to work everyday with no days off for the next two weeks i dont like my jobs and i feel unsuccessful when i talk to other people about them,sadness,😢
i have to keep fighting for my life until i truly run out of fight and i ve been close enough to that twice to know a bit about what it feels like and we re not there yet no matter how despairing all this feels,sadness,😢
i just feel troubled,sadness,😢
i like doing reviews and i got this from target a few days ago so i feel its acceptable to review this for all you makeup lovers,joy,😄
i feel like i have devoted myself to doing what i can to reduce my impact on the environment she wrote in her blog babsbrisbane,love,😍
i feel quite pleased with these little bits of news so i will celebrate tonight with a meet the brewer event hawkshead with some of my members in one of my newest pubs,joy,😄
i woke up i feel thankful to god for giving me another day to go on,joy,😄
i feel like it is so important for me to publicly bless my virus,joy,😄
i feel thrilled that by the end of the month this round will be completed and i can begin to recover,joy,😄
i wish there were more times when she just needed me to hold her and rock her to sleep because those are the moments when i feel most successful as father those times when im able to meet all of her needs just by being there for her,joy,😄
im really not taking in information lately it could explain why ive been feeling sort of discontent lately,sadness,😢
i exactly feel whenever i feel lonely or depressed and then i pray to him for help and guidance a href http,sadness,😢
i must say i don t consider my family broken nor do i feel any discontent about not having a father around,sadness,😢
im feeling a little dirty,sadness,😢
i feel so relieved and happy to realize what is being said,joy,😄
i mean is that when we are true to ourselves and our style and we see a reflection we like in the mirror all of the ugliness in society that is there to make us feel ugly or inadequate based on our looks suddenly becomes completely annulled,sadness,😢
i do not feel assured,joy,😄
i feel i m handling it well and i m enjoying it he said,joy,😄
im not feeling the jolly this year though,joy,😄
i feel special excitement and happiness,joy,😄
i reckon you need to stop feeling bitter and be realistic,anger,😡
i got a great pump and halfway through the workout i started to feel fantastic,joy,😄
i stay the more distanced from others i feel it is strange because i sometimes feel like a new friendship is growing or forming,surprise,😲
i leave something sometimes i throw some change in the tip jar other times i dont leave anything but i feel rude doing that haha,anger,😡
im far ahead than the released tankouban that are sold here it just wont be the same anymore and the wait wont be as thrilling but damn me if i even feel slightly remorseful for that,sadness,😢
i get paid too much because i get so many deliveries at work im feeling a bit shamed so will curb the spending for a bit,sadness,😢
i feel bad knocking show down this far but i didnt see smackdown this week and i cant just assume he carried the show like he does every week daniel bryan doesnt appear on it,sadness,😢
i feel happy about the outcome of this long election and im glad its over,joy,😄
i just feel like im going no where and that the period of time where i was so very much enthralled with life and the options it proposed is now over,surprise,😲
i could maybe get away with simpler folk melodies on some of the songs something fairly predictable but if its just me and a guitar it would end up feeling dull,sadness,😢
i dont like christmas because i feel like it has lost its meaning,sadness,😢
i feel less alone,sadness,😢
i feel they are one of the most talented teams in the nfl but for some reason people feel like there s nothing to really fear against them,joy,😄
i feel the hearts decision to stop caring can it be reversed,love,😍
i have a feeling itll be a little more messy going home though,sadness,😢
i feel welcomed into the barn like a son coming home,joy,😄
i wish i had the right language to convey the simultaneous feelings of excitement peaceful enjoyment of country cycling but also being out of my element,joy,😄
i feel there is no excuse for lame invitations,sadness,😢
i did feel for him as its horrible and expensive when it happens,sadness,😢
i also got some very nice condiment type pressies whilst at our local garden centre today so i am feeling that i have achieved something towards the festive season,joy,😄
i am waking up in the middle of the night again with aches and pains and generally feeling grumpy,anger,😡
i don t feel betrayed coz the backstabber had no grounds for their accusation but i m just amazed at some people s ability to do such things,surprise,😲
i first started reading city of dark magic i thought it would be a challenge to actually enjoy it since i felt like the content about famous classical music was over my head but luckily after plowing through the first chapter i became more confident and started feeling less dumb,sadness,😢
im not constantly horny or always feeling playful,joy,😄
i feel more shy in swedish,fear,😨
ill let myself shed a few tears and feel bitter confused frustrated and hurt for the last time,anger,😡
i encourage you next time youre feeling a little uncomfortable do your best to embrace it,fear,😨
i feel useless a href http juliemadblogger,sadness,😢
i feel like the crows and roosters will be teamed up with the horses and go against the bulls sharks and other monsters that are trying to take over of cool ranch,joy,😄
i am not scared to let myself feel deeply many people are too frightened to let themselves div style clearboth padding bottom,fear,😨
i still feel too chub to wear the cute summer clothes i had dreamed of,joy,😄
i feel rotten my feet still swell up and after i eat i feel bad and the more i eat i feel bad,sadness,😢
i feel it is acceptable as this is not everyday food,joy,😄
i was lucky enough to feel and squeeze myself to a win in another festive challenge which involved a box full of items that we had to identify by blindly fondling through a hole,joy,😄
im feeling very uncertain about my future,fear,😨
i feel like i m not pretty smart interesting enough for my boyfriend and that he would feel more stimulated or happy with someone else,joy,😄
i feel is that the most likeable characters aren t important enough to the plot,joy,😄
i like in this world and making a list of them always makes me feel joyful,joy,😄
i feel very saddened that the king whom i once quite respected as far as monarchs go was ineffectual at best,joy,😄
i feel more energetic,joy,😄
i feel very honored in how much he has shared and expressed with me and that he trusts me,joy,😄
i feel this strange sort of liberation,surprise,😲
i just feel that if i end our marriage he deserves a truthful explanation,joy,😄
i feel so weird and scattered with all wonders about a million different things,surprise,😲
i feel as though most people will find it quite pleasant,joy,😄
i believe that with our minds focused on the daily rat race our bodies simply forget how to feel vital and free a classic case of you lose what you dont use,joy,😄
i still wake up feeling suspicious,fear,😨
i feel a little hesitant to leave this time,fear,😨
i typed up all my blood pressures for the month but i have a feeling hes not going to be too pleased with the lack of missing information,joy,😄
i feel so disgusted when i see blood and feel like faiting and also when people eat raw meat in front of me,anger,😡
im always feeling so agitated overly excited and impatient to those who are close to me,anger,😡
i am now feeling delighted but daunted,joy,😄
i feel ashamed to type all this,sadness,😢
i just notice what i am doing that is ruining my happy moment because this feelingof discontent is my resistance to receiving love in the genuine way its being delivered,sadness,😢
i admire her and feel like even though shes gorgeous and talented she hasnt succumbed to the hollywood pressures like a lot of a listers have,joy,😄
i don t have a schedule or childhood friends and feel a little timid about just getting out there by myself,fear,😨
i feel empty inside not surprising considering i havent eaten all day,sadness,😢
at a party i met a girl who drew me to her,anger,😡
i always make things harder which im not going to lie i sometimes have a way of complicating the very simple however a new baby is a pretty big undertaking and from this comment and many many others i feel like he sees himself as being disturbed very little,sadness,😢
i have a feeling that its too sociable,joy,😄
i do feel discouraged by what my supervisor said,sadness,😢
i was sitting in class feeling somehow disturbed,sadness,😢
i continue to write this i feel more and more distraught,fear,😨
i start to feel lethargic about blogging,sadness,😢
i that it feels like she is being tortured,fear,😨
i was wasting my life away going out with one person after another to find love feeling shitty and anti social about my polytechnic life i met this guy,sadness,😢
i get of oz is the occassional viewings of home and away and even a bit of neighbours if im feeling really tragic,sadness,😢
i thought i would grumpily curse the world and remain angry about oh i don t even really know sometimes it feels like i m angry about absolutely everything,anger,😡
im not condoning terrorist action but you feel so furious and powerless,anger,😡
i just finished watching a korean drama secret garden omg and am feeling the way girls do after such shows a mixture of hope and a little tug of truth that says those romantic gestures only exist in films,love,😍
i am feeling stronger recharged and excited to get back into my runs,joy,😄
i do think that if a husband feels greatly respected by his wife that will draw him to her and make it much less likely that he would want to flirt with other women,joy,😄
im feeling very disturbed by tons of things,sadness,😢
i do feel apprehensive and nervous at times about how i am performing with my modules,fear,😨
i feel a bit dazed but so excited i am going to be so protective she is not going to be let out until she is,surprise,😲
im gestating one and feeling pretty thrilled about that,joy,😄
i know it can take weeks for a book to go free on amazon and barnes amp noble and in this age where cents can buy a full length ebook i feel a little funny charging even cents for a work that is almost certain to be under pages possibly under,surprise,😲
i feel terrific in every one of them,joy,😄
i aspire to capture the manner in which i feel this tension is resolved and why austere and introspective training still has a place alongside study of the method at euskc,joy,😄
i had a ton of fun at the thrift store and i feel like i got some really useful pieces and i can get in on current trends for cheap,joy,😄
i find myself feeling anxious and unsure,fear,😨
i honestly wish christmas was celebrated in the summer because i feel like i tend not be as jolly as i wish i could be,joy,😄
ive blogged and i feel strange about it,surprise,😲
i guess it comes from believing that when i was younger anger was not a feeling that was acceptable so i tried not to have it,joy,😄
i am pleased to report that i in many ways i am feeling well,joy,😄
i have now and feeling like people think it means im just ok and dont need to talk about jeremy anymore,joy,😄
im also still feeling whiney as hell so its possible i could rant a bit today,sadness,😢
i still do feel left out i do feel like the most hated kid in the asian crew,anger,😡
i feel like a greedy pig catching up to do lt bc afterward yay im gna get my delicious chocolates and in exchange zjs gna get bai tu tang from me,anger,😡
i know what it feels like to be scared into something,fear,😨
i started to feel so overwhelmed,fear,😨
i feel slytherin is my house slytherin is for those who are smart enough to know how to get the job done and at any cost,joy,😄
i didnt react with the way that i really feel im ecstatic for your marriage to tonks,joy,😄
im not feeling pressured to perform athletic moves in order to stay on the field,fear,😨
i feel unfortunate that i dont have a lot of time to spend with my family,sadness,😢
i can imagine most young people might feel resentful about the attention their sibling was getting while also feeling guilt at the same time,anger,😡
i don t really know the oldest one very well and his mothering mother seems to feel that he is not sweet,joy,😄
i feel as though were giving too many details about unimportant things like chriss mundane life and left out on other details like more character depth especially with secondary characters,sadness,😢
i know she shes the only one who provides income to my family right now but it feels like shes putting it up in our face that shes supporting us,joy,😄
i feel like i m superior to the human race rel bookmark permalink,joy,😄
i feel more assured having made my peace with atheism,joy,😄
i just want to feel loved by you,love,😍
i only talk about how people make me feel and the only people i talk about are the ones that make me feel unhappy upset nervous or angry,sadness,😢
i to feel defeated,sadness,😢
im feeling more lively than yesterday still not sure about food though,joy,😄
i also baked enough cookies to take to my local bbw tomorrow night i feel so bad for the employees who have to work,sadness,😢
i feel slightly unfortunate in the sense that the calendar year wasn t a great year for the systems if i m honest,sadness,😢
i met my ex briefly just to catch up because he was leaving for sarawak lololol it was good seeing him again and now i feel so awkward typing this,sadness,😢
i considered jogging since it is not too cold today but decided against it as my right ankle is already feeling tender for some reason,love,😍
im feeling so embarrassed frightened that i wouldve smashed the window and slid in dukes of hazzard style if it would get garage man to stop glaring at me,sadness,😢
im feeling my way often blindly from the carefree days of youth into the uncharted waters of maturity aka the midlife crisis here i explore transformation via one of my favorite things the tracy anderson method,joy,😄
i feel like the leadership training was a perfect vision of what god wants missionary work to be now,joy,😄
i was studying i always had the feeling that the process was unpleasant but it was absolutely necessary,sadness,😢
im feeling really outgoing and i get with a really quiet person and i try to make them feel comfortable,joy,😄
